-74.0059,40.7127
-72.9236,41.31
-74.2624,40.7915
-75.9117,42.1022
-85.7667,38.25
-86.148,39.791
-90.1978,38.6272
-89.9711,35.1174
-86.2792,32.3617
-84.39,33.755
-80.8966,34.0298
-80.8433,35.2269
-76.2,36.9167
-80.2089,25.7753
-81.2989,28.4158
-81.6614,30.3369
-84.2533,30.455
-86.813,33.525
-90.1847,32.2989
-96.797,32.7767
-118.25,34.05
-157.8167,21.3
-122.3331,47.6097
-87.95,43.05
-83.0458,42.3314
-81.6697,41.4822
-77.4111,39.4139
-76.6167,39.2833
-77.0164,38.9047
-87.6847,41.8369
-96.0,41.25
-121.4689,38.5556
-122.4167,37.7833
-115.1739,36.1215
-95.3698,29.7604
-90.0667,29.95
-77.4667,37.5333
-75.1667,39.95

Inverse of Distance,0.003043934502019251
Problem,Traveling Sales Problem
Algorithm,RHC
Temperature,1000000000000.0
Cooling,1000.0
Iterations,4000
Population,40
Mating,20
Mutation,8
Samples,200
To Keep,20
Run,4
