-90.1978,38.6272
-83.0458,42.3314
-96.0,41.25
-76.2,36.9167
-122.3331,47.6097
-95.3698,29.7604
-86.2792,32.3617
-118.25,34.05
-77.4667,37.5333
-89.9711,35.1174
-76.6167,39.2833
-80.8966,34.0298
-74.0059,40.7127
-96.797,32.7767
-77.0164,38.9047
-81.6697,41.4822
-80.2089,25.7753
-87.6847,41.8369
-80.8433,35.2269
-72.9236,41.31
-81.6614,30.3369
-121.4689,38.5556
-86.813,33.525
-86.148,39.791
-81.2989,28.4158
-90.0667,29.95
-77.4111,39.4139
-75.9117,42.1022
-75.1667,39.95
-122.4167,37.7833
-84.2533,30.455
-157.8167,21.3
-74.2624,40.7915
-87.95,43.05
-85.7667,38.25
-115.1739,36.1215
-84.39,33.755
-90.1847,32.2989

Inverse of Distance,0.0012106768687191003
Problem,Traveling Sales Problem
Algorithm,GA
Temperature,100000000000.0
Cooling,0.95
Iterations,7000
Population,700
Mating,140
Mutation,70
Samples,500
To Keep,100
Run,7
