-81.2989,28.4158
-96.797,32.7767
-84.2533,30.455
-87.6847,41.8369
-74.0059,40.7127
-90.1847,32.2989
-86.148,39.791
-85.7667,38.25
-74.2624,40.7915
-76.2,36.9167
-115.1739,36.1215
-118.25,34.05
-87.95,43.05
-90.0667,29.95
-77.4667,37.5333
-81.6614,30.3369
-83.0458,42.3314
-80.2089,25.7753
-86.2792,32.3617
-75.9117,42.1022
-121.4689,38.5556
-89.9711,35.1174
-77.0164,38.9047
-81.6697,41.4822
-122.3331,47.6097
-122.4167,37.7833
-80.8433,35.2269
-80.8966,34.0298
-90.1978,38.6272
-157.8167,21.3
-84.39,33.755
-86.813,33.525
-72.9236,41.31
-76.6167,39.2833
-77.4111,39.4139
-75.1667,39.95
-96.0,41.25
-95.3698,29.7604

Inverse of Distance,0.001474006006567891
Problem,Traveling Sales Problem
Algorithm,SA
Temperature,400000000000.0
Cooling,400.0
Iterations,10000
Population,100
Mating,50
Mutation,20
Samples,200
To Keep,20
Run,10
