Evaluation Function Value,3324.7785147906793

Evaluation Function Value,3324.7785147906793
Problem,Knapsack
Algorithm,GA
Temperature,800000000000.0
Cooling,800.0
Iterations,6000
Population,60
Mating,30
Mutation,12
Samples,200
To Keep,20
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
