Evaluation Function Value,1942.324959018426

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,9.5
Iterations,10000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
