Evaluation Function Value,1824.0776393530434

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,8.55
Iterations,9000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
