Evaluation Function Value,2966.384735749369

Problem,Knapsack
Algorithm,SA
Temperature,900000000000.0
Cooling,0.95
Iterations,9000
Run,1
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
