Evaluation Function Value,3941.0459620807405

Problem,Knapsack
Algorithm,MIMIC
Temperature,1000000000000.0
Cooling,1000.0
Iterations,5000
Population,50
Mating,25
Mutation,10
Samples,200
To Keep,20
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
