Evaluation Function Value,3342.6708160074654

Problem,Knapsack
Algorithm,SA
Temperature,300000000000.0
Cooling,0.95
Iterations,3000
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
