Evaluation Function Value,4175.278060930014

Problem,Knapsack
Algorithm,MIMIC
Temperature,500000000000.0
Cooling,500.0
Iterations,5000
Population,50
Mating,25
Mutation,10
Samples,200
To Keep,20
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
