Evaluation Function Value,2059.7869027820666

Evaluation Function Value,2059.7869027820666
Problem,Knapsack
Algorithm,GA
Population,3000
Mating,150
Mutation,25
Iterations,1000
Run,3
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
