Evaluation Function Value,3361.1461951706156

Problem,Knapsack
Algorithm,SA
Temperature,800000000000.0
Cooling,0.95
Iterations,8000
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
