Evaluation Function Value,3375.355229592621

Problem,Knapsack
Algorithm,SA
Temperature,300000000000.0
Cooling,0.95
Iterations,3000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
