Evaluation Function Value,2984.027344326327

Problem,Knapsack
Algorithm,SA
Temperature,1000000000000.0
Cooling,0.95
Iterations,10000
Run,1
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
