Evaluation Function Value,3132.8490642420593

Problem,Knapsack
Algorithm,SA
Temperature,700000000000.0
Cooling,0.95
Iterations,7000
Run,2
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
