Evaluation Function Value,2051.2364643326655

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,2.85
Iterations,3000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
