Evaluation Function Value,1916.9189697206532

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,5.7
Iterations,6000
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
