Evaluation Function Value,4066.4286813281437

Problem,Knapsack
Algorithm,MIMIC
Samples,3000
To Keep,600
Iterations,6000
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
