Evaluation Function Value,2046.760857984391

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,3.8
Iterations,4000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
