Evaluation Function Value,3436.3018722681136

Problem,Knapsack
Algorithm,MIMIC
Temperature,400000000000.0
Cooling,400.0
Iterations,1000
Population,10
Mating,5
Mutation,2
Samples,200
To Keep,20
Run,1
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
