Evaluation Function Value,3333.1595022917977

Problem,Knapsack
Algorithm,SA
Temperature,700000000000.0
Cooling,0.95
Iterations,7000
Run,9
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
