Evaluation Function Value,1730.9117102166297

Problem,Knapsack
Algorithm,SA
Temperature,1000000000000.0
Cooling,100.0
Iterations,1000
Run,1
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
