Evaluation Function Value,3284.727121184049

Problem,Knapsack
Algorithm,SA
Temperature,500000000000.0
Cooling,0.95
Iterations,5000
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
