Evaluation Function Value,1825.88025004807

Evaluation Function Value,1825.88025004807
Problem,Knapsack
Algorithm,GA
Population,7000
Mating,150
Mutation,25
Iterations,1000
Run,7
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
