Evaluation Function Value,3346.332804949626

Problem,Knapsack
Algorithm,MIMIC
Temperature,100000000000.0
Cooling,100.0
Iterations,1000
Population,10
Mating,5
Mutation,2
Samples,200
To Keep,20
Run,1
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
