Evaluation Function Value,1482.2764917204672

Evaluation Function Value,1482.2764917204672
Problem,Knapsack
Algorithm,GA
Population,2000
Mating,150
Mutation,25
Iterations,1000
Run,2
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
