Evaluation Function Value,1789.4153507979686

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,7.6
Iterations,8000
Run,9
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
