Evaluation Function Value,1459.6032122431552

Evaluation Function Value,1459.6032122431552
Problem,Knapsack
Algorithm,GA
Population,5000
Mating,150
Mutation,25
Iterations,1000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
