Evaluation Function Value,3997.538086948836

Problem,Knapsack
Algorithm,MIMIC
Temperature,600000000000.0
Cooling,600.0
Iterations,8000
Population,80
Mating,40
Mutation,16
Samples,200
To Keep,20
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
