Evaluation Function Value,1877.4362708763874

Problem,Knapsack
Algorithm,SA
Temperature,1e+18
Cooling,7000.0
Iterations,7000
Run,7
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
