Evaluation Function Value,3721.013584487884

Problem,Knapsack
Algorithm,MIMIC
Samples,3500
To Keep,700
Iterations,7000
Run,7
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
