Evaluation Function Value,1789.9407639341966

Problem,Knapsack
Algorithm,SA
Temperature,700000000000.0
Cooling,700.0
Iterations,8000
Population,80
Mating,40
Mutation,16
Samples,200
To Keep,20
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
