Evaluation Function Value,1870.9243388086643

Problem,Knapsack
Algorithm,SA
Temperature,1e+19
Cooling,800.0
Iterations,8000
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
