Evaluation Function Value,1959.7182021196236

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,5.7
Iterations,6000
Run,9
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
