Evaluation Function Value,1814.5982753393873

Evaluation Function Value,1814.5982753393873
Problem,Knapsack
Algorithm,GA
Population,10000
Mating,150
Mutation,25
Iterations,1000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
