Evaluation Function Value,2962.994508094995

Problem,Knapsack
Algorithm,SA
Temperature,800000000000.0
Cooling,0.95
Iterations,8000
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
