Evaluation Function Value,1719.2269359141715

Problem,Knapsack
Algorithm,SA
Temperature,1e+20
Cooling,90000.0
Iterations,9000
Run,9
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
