Evaluation Function Value,3438.0712791289047

Problem,Knapsack
Algorithm,SA
Temperature,600000000000.0
Cooling,0.95
Iterations,6000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
