Evaluation Function Value,4291.534820558103

Problem,Knapsack
Algorithm,MIMIC
Samples,1000
To Keep,200
Iterations,2000
Run,2
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
