Evaluation Function Value,2372.791966144274

Problem,Knapsack
Algorithm,SA
Temperature,1000000000000000.0
Cooling,400.0
Iterations,4000
Run,4
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
