Evaluation Function Value,2163.8620841368383

Problem,Knapsack
Algorithm,SA
Temperature,1e+18
Cooling,700.0
Iterations,7000
Run,7
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
