Evaluation Function Value,1569.8608943577651

Problem,Knapsack
Algorithm,SA
Temperature,1000000000000.0
Cooling,1000.0
Iterations,2000
Population,20
Mating,10
Mutation,4
Samples,200
To Keep,20
Run,2
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
