Evaluation Function Value,3332.1517285134682

Problem,Knapsack
Algorithm,SA
Temperature,900000000000.0
Cooling,0.95
Iterations,9000
Run,9
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
