Evaluation Function Value,3317.5324532005316

Problem,Knapsack
Algorithm,SA
Temperature,200000000000.0
Cooling,0.95
Iterations,2000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
