Evaluation Function Value,4832.559579248155

Problem,Knapsack
Algorithm,MIMIC
Samples,5000
To Keep,1000
Iterations,10000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
