Evaluation Function Value,2755.6218558637856

Evaluation Function Value,2755.6218558637856
Problem,Knapsack
Algorithm,GA
Temperature,600000000000.0
Cooling,600.0
Iterations,1000
Population,10
Mating,5
Mutation,2
Samples,200
To Keep,20
Run,1
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
