Evaluation Function Value,2030.257902181457

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,9.5
Iterations,10000
Run,4
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
