Evaluation Function Value,2077.3317552142485

Problem,Knapsack
Algorithm,SA
Temperature,1000000000000000.0
Cooling,4000.0
Iterations,4000
Run,4
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
