Evaluation Function Value,1655.9080338165436

Problem,Knapsack
Algorithm,SA
Temperature,1e+16
Cooling,50000.0
Iterations,5000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
