Evaluation Function Value,3633.9609283565333

Problem,Knapsack
Algorithm,MIMIC
Samples,2500
To Keep,100
Iterations,200
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
