Evaluation Function Value,2972.2804119719676

Problem,Knapsack
Algorithm,SA
Temperature,600000000000.0
Cooling,0.95
Iterations,6000
Run,9
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
