Evaluation Function Value,2425.145712066415

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,4.75
Iterations,5000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
