Evaluation Function Value,3690.8111818494667

Problem,Knapsack
Algorithm,SA
Temperature,600000000000.0
Cooling,0.95
Iterations,6000
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
