Evaluation Function Value,3603.9304269349313

Problem,Knapsack
Algorithm,MIMIC
Temperature,800000000000.0
Cooling,800.0
Iterations,6000
Population,60
Mating,30
Mutation,12
Samples,200
To Keep,20
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
