Evaluation Function Value,2733.3331274592724

Problem,Knapsack
Algorithm,SA
Temperature,100
Cooling,0.95
Iterations,1000
Run,7
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
