Evaluation Function Value,3903.9289134105366

Problem,Knapsack
Algorithm,MIMIC
Samples,4000
To Keep,800
Iterations,8000
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
