Evaluation Function Value,1868.8431393446358

Problem,Knapsack
Algorithm,SA
Temperature,1e+17
Cooling,60000.0
Iterations,6000
Run,6
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
