Evaluation Function Value,1933.6177630774207

Problem,Knapsack
Algorithm,SA
Temperature,100000000000000.0
Cooling,300.0
Iterations,3000
Run,3
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
