Evaluation Function Value,4356.909730413176

Problem,Knapsack
Algorithm,SA
Temperature,700000000000.0
Cooling,0.95
Iterations,7000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
