Evaluation Function Value,2176.4107450488154

Evaluation Function Value,2176.4107450488154
Problem,Knapsack
Algorithm,GA
Population,8000
Mating,150
Mutation,25
Iterations,1000
Run,8
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
