Evaluation Function Value,2795.2850077282683

Problem,Knapsack
Algorithm,SA
Temperature,300000000000.0
Cooling,0.95
Iterations,3000
Run,7
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
