Evaluation Function Value,1900.8897665326124

Problem,Knapsack
Algorithm,SA
Temperature,1000000000000.0
Cooling,1000.0
Iterations,1000
Run,1
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
