Evaluation Function Value,2509.861245316441

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,3.8
Iterations,4000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
