Evaluation Function Value,3382.7285691901066

Problem,Knapsack
Algorithm,SA
Temperature,800000000000.0
Cooling,0.95
Iterations,8000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
